Sno,Case ID,Case,Automation,Configurations,Created at,Created by,Folder,Issues,Priority,State,Status (latest),Tags,Updated by,Automation Script ID,Estimate,Expected,Forecast,JiraId,Precondition,Status date,Template,Test Steps,TPO Regression,Updated at,Description
44,262137,Save is blocked when Intra Canada = YES but Intra Canada ID is blank,Will Automate,,2026-05-22T08:09:52.679Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",Ashima Miglani,,,"Save is blocked. Error message displayed: ""Please enter a Intra Canada ID"" (verify exact copy with PM — may need to read ""an Intra Canada ID"").",,FD-44122,User has permission to edit Carrier Profile. A carrier profile is open in Edit mode.,2026-05-25T07:37:10.331Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2. Open any Carrier Profile in Edit mode.  
3. Set Intra Canada = YES
4. Leave Intra Canada ID field blank
5. Attempt to save the Carrier Profile",No,2026-05-22T08:13:31.127Z,
45,262138,"Save succeeds with Intra Canada = YES, valid ID entered, and Intrastate = NO",Will Automate,,2026-05-22T08:09:52.690Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",Ashima Miglani,,,Save succeeds. Intra Canada = YES and the entered Intra Canada ID value are both retained correctly on reload.,,FD-44122,User has permission to edit Carrier Profile. A carrier profile is open in Edit mode.,2026-05-25T07:38:51.409Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2. Open any Carrier Profile in Edit mode.   
3.Set Intra Canada = YES
4. Enter a valid value in Intra Canada ID (e.g., ""IC-12345"")
5.Ensure Intrastate = NO
6. Save the Carrier Profile
7. Reload the profile",No,2026-05-22T08:13:31.127Z,
46,262142,Intra Canada = YES carrier is EXEMPT from pick/drop state change validation,Will Automate,,2026-05-22T08:09:52.736Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",Ashima Miglani,,,Save succeeds. The FD-37616 pick/drop state-change block does NOT trigger for this carrier.,,FD-44122,A carrier exists with Intra Canada = YES. User does NOT have CARRIER_RELATIONS role. Carrier is assigned to a load.,2026-05-25T13:01:25.080Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2.Open any Carrier Profile in Edit mode.   
3. User is without CARRIER_RELATIONS role.
4. Open a load assigned to an Intra Canada = YES carrier
5. Update the pick or drop state to a different state
6. Attempt to save the load",No,2026-05-22T08:15:26.698Z,
47,262143,US Intrastate carrier (Intra Canada = NO) is still blocked on pick/drop state mismatch — regression,Will Automate,,2026-05-22T08:09:52.748Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",Ashima Miglani,,,Save is blocked per FD-37616 logic. Existing US Intrastate state validation is NOT broken by this change.,,FD-44122,A carrier exists with Intrastate = YES and Intra Canada = NO. User does NOT have CARRIER_RELATIONS role. Carrier is assigned to a load.,2026-05-25T13:02:08.830Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2.Open any Carrier Profile in Edit mode.   
3. User is without CARRIER_RELATIONS role.
4. Open a load assigned to the US Intrastate carrier
5. Update pick or drop state to a mismatched state
6. Attempt to save the load",No,2026-05-22T08:15:26.698Z,
48,262144,Intra Canada = YES carrier is NOT filtered out of Choose Carrier search results,Will Automate,,2026-05-22T08:09:52.759Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,"carriers,intracanada",Ashima Miglani,,,The Intra Canada = YES carrier appears in Choose Carrier search results and is NOT excluded.,,FD-44122,A carrier exists with Intra Canada = YES. User does NOT have CARRIER_RELATIONS role.,2026-05-25T13:02:44.892Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2.Open any Carrier Profile in Edit mode.   
3. User is without CARRIER_RELATIONS role.
4. Open a load
5. Perform a Choose Carrier search
6. Search for or verify the Intra Canada = YES carrier in results",No,2026-05-22T08:15:26.698Z,
49,262148,CARRIER_RELATIONS role users retain existing override behavior with Intra Canada carriers,Will Automate,,2026-05-22T08:09:52.806Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",Ashima Miglani,,,CARRIER_RELATIONS users retain their existing override permissions. Intra Canada flag does not alter role-based behavior.,,FD-44122,A carrier exists with Intra Canada = YES. User HAS the CARRIER_RELATIONS role.,2026-05-25T15:51:45.560Z,Case (text),"1.Login into the BTMS with agent having carrier profile edit permission. 
2. User with CARRIER_RELATIONS role.
3. Assign the Intra Canada = YES carrier to a load
4. Test FD-37616 pick/drop state change
5. Test FD-38005 Choose Carrier search",No,2026-05-22T08:12:28.861Z,
50,262155,"25.	MC# is not required if Intra Canada is set to YES",Will Automate,,2026-05-25T15:58:14.528Z,Ashima Miglani,Carrier,,High,Active,Passed,"carriers,intracanada",,FD-44122,,Save should be successful  leaving Intra-canada blank when Intra-canada field is set to YES.,,,,2026-05-25T15:59:32.729Z,Case (text),"1.Login into the BTMS and open a Carrier Profile in Edit mode2. Set Intra Canada = YES3. Enter a specific Intra Canada ID value (e.g., ""IC-98765"")4.Remove the MC# and save the profile5. Close and reopen the profile",No,,
51,286837,"Pop-up triggers on email entry for TL load with Office's ""Highway Verification"" setting is ""Yes""",Will Automate,,2026-05-29T15:51:26.028Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,highway,,,,Highway verification pop-up appears displaying the email's verification status,,FD-43693,#NAME?,2026-06-03T12:58:06.660Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing Truck Load or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter a valid email in Carrier Dispatch Email field
5.Tab out of the field and observe.",No,,
52,286838,"Pop-up triggers on email entry for Partial TL load with ""Highway Verification"" setting is ""Yes""",Will Automate,,2026-05-29T15:51:26.045Z,Ashima Miglani,Carrier,,High,Active,Passed,highway,,,,Highway verification pop-up appears displaying the email's verification status,,FD-43693,#NAME?,2026-06-03T12:58:44.566Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter a valid email in Carrier Dispatch Email field
5.Tab out of the field and observe.",No,,
53,286839,Pop-up triggers when user attempts to save with email entered,Will Automate,,2026-05-29T15:51:26.061Z,Ashima Miglani,Carrier,,High,Active,Passed,highway,,,,Highway verification pop-up appears before save completes,,FD-43693,"Office Highway Verification = YES
- Load Method = TL / Partial TL",2026-06-03T12:59:07.609Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter an email in Carrier Dispatch Email field
5.Click save without tabbing out.",No,,
54,286840,Email is auto-removed for 'Verification Required' status,Will Automate,,2026-05-29T15:51:26.076Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,highway,,,,#NAME?,,FD-43693,#NAME?,2026-06-03T12:59:40.898Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter Verification Required email in Carrier Dispatch Email field
5. Tab out and observe pop-up
6. Click OK",No,,
55,286841,Email is auto-removed for 'Bad Actor' status,Will Automate,,2026-05-29T15:51:26.092Z,Ashima Miglani,Carrier,,High,Active,Passed,highway,,,,#NAME?,,FD-43693,#NAME?,2026-06-03T13:00:14.622Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter Bad Actor flagged email in Carrier Dispatch Email field
5. Tab out and observe pop-up
6. Click OK",No,,
56,286842,Verify pop-up message content for Verification Required,Will Automate,,2026-05-29T15:51:26.107Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,highway,,,,"Pop-up displays exactly:
- Highway Status: Verification Required
- Highway Response: 'Email and domain are not yet known or verified in Highway. The carrier must complete Highway onboarding before this email can be used.'
- Email field shows the entered email",,FD-43693,#NAME?,2026-06-03T13:00:43.412Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter Verification Required email in Carrier Dispatch Email field
5. Tab out and observe pop-up
6. Review pop-up content carefully",No,,
57,286843,Verify pop-up message content for Bad Actor,Will Automate,,2026-05-29T15:51:26.123Z,Ashima Miglani,Carrier,,High,Active,Passed,highway,,,,"Pop-up displays exactly:
- Highway Status: Bad Actor
- Highway Response: 'This email address has been confirmed by Highway as being associated with fraudulent or malicious activity and cannot be used.'
- Email field shows the entered email",,FD-43693,#NAME?,2026-06-03T13:00:55.428Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter Bad Actor flagged email in Carrier Dispatch Email field
5. Tab out and observe pop-up
6. Review pop-up content carefully",No,,
58,286851,OK button acknowledgement is mandatory — page is blocked until clicked,Will Automate,,2026-05-29T15:51:26.246Z,Ashima Miglani,Carrier,,High,Active,Passed,highway,,,,#NAME?,,FD-43693,#NAME?,2026-06-03T13:05:23.975Z,Case (text),"1. Login into the BTMS.
2. Navigate to any existing TL or Partial TL or create any new load.
3. Navigate to the Emailed Documents for Load page
4. Enter an email in Carrier Dispatch Email field that triggers pop-up.
5. When pop-up appears, try clicking elsewhere on the page without clicking OK
6. Try scrolling or interacting with other fields",No,,
59,336221,Validate Carrier Dispatch Phone Number pre-populated from Load Form – Carrier Tab,Will Automate,,2026-06-12T12:48:36.859Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,carriers,,,,Carrier Dispatch Phone Number field on the load tender is pre-populated with '312-555-0101' exactly as entered on the Load Form → Carrier Tab,,FD-44445,"1. User is logged into BTMS
2. A load exists with a carrier assigned
3. Carrier Dispatch Phone Number is entered on Load Form → Carrier Tab (e.g. 312-555-0101)
4. Rate confirmation has been sent to the carrier",2026-06-18T06:35:13.338Z,Case (text),"1. Login into the BTMS
2. Navigate to the load and open Load Form → Carrier Tab
3. Enter a valid phone number (e.g. 312-555-0101) in Carrier Dispatch Phone Number field
4. Send the rate confirmation to the carrier
5. Open the rate confirmation/load tender link as the carrier
6. Locate the Carrier Dispatch Phone Number field in the Sign &amp; Accept section",No,,
60,336222,Validate Carrier Dispatch Phone Number field is locked / read-only on load tender,Will Automate,,2026-06-12T12:48:36.876Z,Ashima Miglani,Carrier,,High,Active,Passed,carriers,,,,"Field is not editable — cursor does not activate; no typing, clearing, or pasting is possible. Field should appear visually disabled/greyed out (consistent with Carrier Dispatch Email field on the same screen)",,FD-44445,"1. User is logged into BTMS
2. A load exists with a carrier assigned
3. Carrier Dispatch Phone Number is entered on Load Form → Carrier Tab (e.g. 312-555-0101)
4. Rate confirmation has been sent to the carrier
5. Rate confirmation open as carrier.
6.Carrier Dispatch Phone number is pre-populated.",2026-06-18T06:35:44.082Z,Case (text),"1. Login into the BTMS
2. Follow TC-01 steps 2–5 to reach the rate confirmation page as the carrier
3. Click on the Carrier Dispatch Phone Number field
4. Attempt to type a new value into the field
5. Attempt to clear the existing value
6. Attempt to paste text into the field",No,,
61,336224,Validate Load Form phone value takes priority over carrier profile phone,Will Automate,,2026-06-12T12:48:36.906Z,Ashima Miglani,Carrier,,High,Active,Passed,carriers,,,,Field shows '312-555-0101' (Load Form value). Carrier profile phone '999-888-7777' is NOT used. Load Form value always takes priority over carrier profile,,FD-44445,"1. Load Form → Carrier Tab has phone: 312-555-0101
2. Carrier profile has a different dispatch phone: 999-888-7777
3. Rate confirmation sent to carrier",2026-06-18T06:36:35.232Z,Case (text),"1. Login into the BTMS
2. Assign a carrier whose profile has dispatch phone 999-888-7777
3. On Load Form → Carrier Tab, enter 312-555-0101 in the Carrier Dispatch Phone Number field
4. Send the rate confirmation
5. Open the load tender as the carrier
6. Check the Carrier Dispatch Phone Number field value",No,,
62,336226,Validate Phone defaults to carrier profile when Load Form field is blank,Will Automate,,2026-06-12T12:48:36.938Z,Ashima Miglani,Carrier,,Smoke,Active,Passed,carriers,,,,Field is pre-populated with '773-555-0202' sourced from carrier profile. Field is not empty,,FD-44445,"1. Load Form → Carrier Tab: Carrier Dispatch Phone Number is blank
2. Carrier profile has dispatch phone: 773-555-0202
3. Rate confirmation sent to carrier",2026-06-18T06:37:50.142Z,Case (text),"1. Login into the BTMS
2. Assign a carrier whose profile dispatch phone is 773-555-0202
3. Leave the Carrier Dispatch Phone Number blank on Load Form → Carrier Tab
4. Send the rate confirmation
5. Open the load tender link as the carrier
6. Locate Carrier Dispatch Phone Number in Sign &amp; Accept section",No,,
63,336229,Validate Carrier profile phone writes back to Load Form → Carrier Tab after Rate Confirmation signing,Will Automate,,2026-06-12T12:48:36.987Z,Ashima Miglani,Carrier,,High,Active,Passed,carriers,,,,Load Form → Carrier Tab now shows '773-555-0202' — written back from the carrier profile value used on the rate confirmation. Previously blank field is now populated,,FD-44445,"1. Load Form → Carrier Tab phone is blank
2. Carrier profile phone: 773-555-0202
3. Rate confirmation pre-populated with 773-555-0202 (from profile) and locked
4. Carrier has not yet signed",2026-06-18T06:39:37.743Z,Case (text),"1. Login into the BTMS
2. Confirm Load Form → Carrier Tab phone is blank
3. Open rate confirmation as the carrier
4. Confirm Carrier Dispatch Phone Number shows '773-555-0202' and is locked
5. Fill in Driver name, Driver phone, Truck number, Trailer number
6. Fill in Carrier Dispatch Name, check Terms &amp; Conditions
7. Click 'Accept Tender'
8. Log into BTMS and navigate to Load Form → Carrier Tab
9. Check the Carrier Dispatch Phone Number field",No,,
